               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.035063,            0.015746,           0.0067528,              0.7862,             0.88333,             0.85175,             0.52735,            0.036192,               0.011,            0.019577,           0.0068617,           0.0068617,           0.0068617
                 319,            0.033593,            0.017227,           0.0066973,             0.87087,             0.87981,             0.87328,             0.63324,            0.031246,             0.01035,            0.019684,           0.0068518,           0.0068518,           0.0068518
                 320,            0.030658,            0.015047,           0.0066454,             0.83431,             0.88333,              0.8721,             0.61405,            0.033654,            0.010386,            0.019669,           0.0068419,           0.0068419,           0.0068419
                 321,            0.030164,            0.016577,           0.0067488,             0.82841,             0.88333,             0.87246,             0.64733,            0.031782,            0.010521,            0.020111,            0.006832,            0.006832,            0.006832
                 322,            0.030703,              0.0154,           0.0069332,             0.85638,             0.88333,             0.90467,              0.6023,            0.036948,            0.011796,            0.020176,           0.0068221,           0.0068221,           0.0068221
                 323,            0.032025,            0.013668,           0.0072965,             0.86731,             0.87066,             0.87328,              0.6372,            0.032876,            0.010703,            0.020512,           0.0068122,           0.0068122,           0.0068122
                 324,            0.033662,            0.015885,           0.0070301,             0.85099,             0.88333,             0.90057,             0.64061,            0.035567,            0.010774,            0.020191,           0.0068023,           0.0068023,           0.0068023
                 325,            0.031088,              0.0158,           0.0067084,             0.85378,             0.88333,             0.86893,             0.65063,            0.032899,            0.010699,            0.020248,           0.0067924,           0.0067924,           0.0067924
                 326,            0.028217,            0.015004,           0.0064526,             0.84196,             0.88333,             0.86838,             0.66446,            0.032955,             0.01084,            0.019966,           0.0067825,           0.0067825,           0.0067825
                 327,            0.033216,            0.016413,           0.0068472,             0.79142,             0.88333,             0.87177,             0.59702,            0.034918,            0.011712,             0.01992,           0.0067726,           0.0067726,           0.0067726
                 328,            0.030154,            0.013979,           0.0060351,              0.8241,             0.88333,             0.90185,             0.58744,            0.037955,            0.011759,            0.019592,           0.0067627,           0.0067627,           0.0067627
                 329,            0.035651,            0.015972,           0.0066341,             0.79946,             0.88333,             0.87285,             0.62037,            0.032703,            0.011253,            0.019405,           0.0067528,           0.0067528,           0.0067528
                 330,            0.030059,             0.01485,           0.0070271,             0.81878,             0.88333,             0.87177,              0.6259,            0.032999,            0.011226,            0.019531,           0.0067429,           0.0067429,           0.0067429
                 331,            0.031488,            0.015244,           0.0069529,             0.85223,             0.88333,             0.92597,               0.574,            0.034612,            0.011467,             0.01936,            0.006733,            0.006733,            0.006733
                 332,            0.033895,            0.015916,           0.0073693,             0.83285,             0.88333,             0.87392,             0.59819,            0.034475,            0.011139,            0.020275,           0.0067231,           0.0067231,           0.0067231
                 333,            0.035314,            0.016294,            0.007549,             0.83116,             0.88333,             0.87392,             0.54647,            0.034926,            0.011732,            0.019913,           0.0067132,           0.0067132,           0.0067132
                 334,            0.032043,            0.016725,           0.0067236,             0.81928,             0.88333,              0.8755,             0.64701,            0.031986,            0.011475,            0.020523,           0.0067033,           0.0067033,           0.0067033
                 335,            0.031877,            0.016227,           0.0070964,             0.83016,             0.88333,             0.87732,             0.61257,             0.03353,            0.011031,            0.020554,           0.0066934,           0.0066934,           0.0066934
                 336,            0.033922,            0.015233,           0.0068701,             0.82242,             0.88333,             0.87428,             0.62289,            0.033754,            0.011388,            0.021561,           0.0066835,           0.0066835,           0.0066835
                 337,            0.034519,            0.016572,           0.0072476,             0.79271,             0.88333,              0.8751,             0.56228,            0.036973,            0.011446,            0.020435,           0.0066736,           0.0066736,           0.0066736
                 338,            0.036467,            0.019429,           0.0071769,             0.82413,             0.88333,             0.87285,             0.62474,            0.033055,            0.011461,            0.021549,           0.0066637,           0.0066637,           0.0066637
                 339,            0.034671,             0.01682,           0.0067335,               0.842,             0.88333,             0.87133,              0.5936,            0.034014,            0.011785,            0.020691,           0.0066538,           0.0066538,           0.0066538
                 340,            0.033596,            0.018798,           0.0083551,             0.83391,             0.88333,             0.87392,             0.63412,            0.035174,            0.011867,            0.021896,           0.0066439,           0.0066439,           0.0066439
                 341,            0.033892,            0.014602,           0.0067842,             0.80872,             0.88333,             0.87246,             0.51977,            0.039775,            0.012255,             0.02092,            0.006634,            0.006634,            0.006634
                 342,            0.035902,            0.016627,           0.0073276,             0.79744,             0.88333,             0.87177,              0.6275,            0.033508,            0.011553,            0.021103,           0.0066241,           0.0066241,           0.0066241
                 343,            0.031654,            0.013875,           0.0071942,             0.81227,             0.88333,             0.83794,             0.49178,            0.036928,             0.01216,            0.020416,           0.0066142,           0.0066142,           0.0066142
                 344,            0.035372,            0.014905,           0.0077545,             0.80001,             0.88333,             0.87328,             0.64778,            0.034352,            0.011604,            0.020885,           0.0066043,           0.0066043,           0.0066043
                 345,            0.035766,            0.015618,           0.0077519,             0.80927,             0.88333,             0.91582,             0.64382,            0.033858,            0.011691,            0.020756,           0.0065944,           0.0065944,           0.0065944
                 346,            0.031024,            0.017051,           0.0070766,             0.78751,             0.88333,             0.90983,             0.68499,            0.032784,            0.011477,            0.021057,           0.0065845,           0.0065845,           0.0065845
                 347,            0.033038,             0.01673,           0.0075301,             0.81817,             0.88333,             0.87859,             0.57551,            0.036056,            0.011914,            0.020664,           0.0065746,           0.0065746,           0.0065746
                 348,            0.031497,            0.013602,            0.006636,             0.81247,             0.88333,             0.87389,             0.63993,            0.034865,            0.011599,            0.020996,           0.0065647,           0.0065647,           0.0065647
                 349,            0.033931,            0.017196,            0.007481,              0.8105,             0.88333,             0.90741,             0.66302,            0.033828,            0.011807,            0.020416,           0.0065548,           0.0065548,           0.0065548
                 350,            0.029715,            0.015104,           0.0068826,             0.78768,             0.87618,             0.90662,              0.6694,            0.035001,            0.012217,            0.021175,           0.0065449,           0.0065449,           0.0065449
                 351,            0.031769,            0.016588,           0.0063677,             0.80778,             0.87617,             0.91083,             0.51814,            0.038707,            0.012191,            0.020325,            0.006535,            0.006535,            0.006535
                 352,            0.037904,            0.016468,           0.0069636,             0.77639,              0.8722,              0.9056,             0.67309,            0.033937,             0.01163,            0.020824,           0.0065251,           0.0065251,           0.0065251
                 353,            0.032463,            0.015372,           0.0079903,               0.792,             0.87119,             0.87371,             0.59713,            0.034221,            0.011761,             0.02029,           0.0065152,           0.0065152,           0.0065152
                 354,            0.031995,            0.016844,           0.0070209,             0.79975,             0.87268,             0.90662,             0.64196,             0.03381,            0.011661,            0.020538,           0.0065053,           0.0065053,           0.0065053
                 355,            0.033571,            0.015661,           0.0067612,             0.80231,             0.87277,             0.90467,             0.59444,            0.036487,            0.011648,            0.020081,           0.0064954,           0.0064954,           0.0064954
                 356,            0.032833,            0.014119,           0.0057862,             0.79975,             0.87262,             0.87467,                0.63,            0.033527,            0.011566,            0.020126,           0.0064855,           0.0064855,           0.0064855
                 357,            0.032261,            0.013851,           0.0068079,              0.8005,             0.87234,             0.86744,             0.55367,            0.035712,            0.012009,            0.019775,           0.0064756,           0.0064756,           0.0064756
                 358,            0.033684,            0.016079,           0.0067667,             0.80082,             0.87269,             0.87045,             0.62199,             0.03341,            0.011657,            0.019787,           0.0064657,           0.0064657,           0.0064657
                 359,            0.031334,            0.015792,           0.0069902,             0.82005,             0.87405,             0.87223,             0.57047,            0.035677,            0.011985,            0.019695,           0.0064558,           0.0064558,           0.0064558
                 360,            0.032142,            0.015788,           0.0069058,              0.8402,              0.8739,             0.84028,             0.59525,             0.03299,            0.011516,             0.01976,           0.0064459,           0.0064459,           0.0064459
                 361,            0.031589,            0.015051,           0.0072288,             0.85355,             0.87542,             0.83923,             0.55718,            0.034907,            0.011811,            0.019684,            0.006436,            0.006436,            0.006436
                 362,            0.030572,            0.015819,           0.0064402,             0.85931,             0.88333,             0.87471,             0.66334,            0.031805,            0.011361,            0.019901,           0.0064261,           0.0064261,           0.0064261
                 363,             0.02898,            0.014243,            0.006581,             0.86419,             0.88333,             0.83975,             0.58231,            0.033678,             0.01129,             0.01981,           0.0064162,           0.0064162,           0.0064162
                 364,            0.029702,            0.016229,           0.0063725,             0.86476,             0.88333,             0.84913,             0.60354,            0.032362,            0.011604,            0.020363,           0.0064063,           0.0064063,           0.0064063
                 365,            0.032301,            0.014652,           0.0073612,             0.86825,             0.88333,             0.85285,              0.5415,            0.034516,            0.011188,             0.02026,           0.0063964,           0.0063964,           0.0063964
                 366,            0.032296,            0.016479,           0.0073395,             0.86486,             0.88333,             0.84735,             0.62376,             0.03099,            0.010856,            0.020546,           0.0063865,           0.0063865,           0.0063865
                 367,            0.031811,            0.016801,           0.0068616,             0.85962,             0.88333,             0.84587,              0.5563,            0.033708,            0.011421,            0.020378,           0.0063766,           0.0063766,           0.0063766
                 368,            0.031088,             0.01509,           0.0069245,             0.86626,             0.88333,             0.85067,             0.62561,             0.03231,            0.011814,             0.02037,           0.0063667,           0.0063667,           0.0063667
                 369,            0.029713,            0.014478,           0.0070293,             0.86108,             0.88333,             0.84587,             0.57699,            0.031601,            0.011145,            0.020153,           0.0063568,           0.0063568,           0.0063568
                 370,            0.029264,            0.014646,           0.0060897,             0.86958,             0.88333,             0.84735,             0.54262,            0.035359,            0.011872,            0.020187,           0.0063469,           0.0063469,           0.0063469
                 371,            0.031297,            0.017093,           0.0067961,             0.86463,             0.88333,             0.84098,             0.57726,            0.032226,             0.01111,            0.020149,            0.006337,            0.006337,            0.006337
                 372,             0.03123,            0.014694,           0.0072701,             0.87215,             0.88333,             0.83685,             0.49995,            0.035233,            0.011836,            0.020332,           0.0063271,           0.0063271,           0.0063271
                 373,            0.033231,            0.016618,           0.0071343,             0.87034,             0.88333,             0.83795,              0.5591,            0.033204,            0.011139,            0.020218,           0.0063172,           0.0063172,           0.0063172
                 374,            0.032993,            0.017519,           0.0073874,             0.86985,             0.88333,             0.83638,             0.53964,            0.033466,            0.011827,            0.020229,           0.0063073,           0.0063073,           0.0063073
                 375,            0.028186,            0.012686,           0.0072036,             0.87037,             0.88333,             0.83737,             0.52835,            0.034238,            0.012473,            0.020256,           0.0062974,           0.0062974,           0.0062974
                 376,            0.030627,            0.014528,           0.0067286,             0.87514,             0.88333,             0.86717,             0.58518,            0.034108,            0.012081,            0.020489,           0.0062875,           0.0062875,           0.0062875
                 377,            0.031685,            0.014775,           0.0066815,             0.88002,             0.88333,             0.86725,             0.54113,             0.03391,            0.011617,            0.020496,           0.0062776,           0.0062776,           0.0062776
                 378,            0.030711,            0.017374,           0.0068708,             0.87831,             0.88333,               0.868,             0.62673,            0.033057,            0.012041,            0.020798,           0.0062677,           0.0062677,           0.0062677
                 379,            0.033713,            0.014379,           0.0067268,             0.87733,             0.88333,             0.86733,               0.511,            0.035984,            0.012829,            0.020897,           0.0062578,           0.0062578,           0.0062578
                 380,            0.030102,            0.015512,           0.0066448,             0.87674,             0.88333,             0.86966,             0.62462,            0.032898,            0.011572,            0.021248,           0.0062479,           0.0062479,           0.0062479
                 381,            0.030388,            0.014526,           0.0069335,             0.87522,             0.88333,             0.83461,             0.50057,            0.035655,             0.01311,            0.020882,            0.006238,            0.006238,            0.006238
                 382,             0.03171,            0.016092,           0.0071748,              0.8694,             0.88333,             0.83833,             0.60455,            0.032514,             0.01157,            0.020786,           0.0062281,           0.0062281,           0.0062281
                 383,             0.03157,            0.015718,            0.006771,              0.8747,             0.88333,             0.83457,             0.51042,            0.035267,            0.013069,             0.02063,           0.0062182,           0.0062182,           0.0062182
                 384,            0.029766,            0.014954,            0.006573,             0.88039,             0.88333,             0.83392,             0.57108,            0.032402,            0.012621,            0.020699,           0.0062083,           0.0062083,           0.0062083
                 385,            0.030293,            0.013945,           0.0070958,             0.88047,             0.88333,             0.83461,             0.50071,            0.034346,            0.013537,            0.020718,           0.0061984,           0.0061984,           0.0061984
                 386,            0.027613,            0.014273,           0.0060756,             0.88478,             0.88333,             0.83685,             0.59783,            0.033966,            0.012871,            0.020809,           0.0061885,           0.0061885,           0.0061885
                 387,            0.030705,            0.014409,           0.0069374,             0.87944,             0.88333,             0.83795,              0.5396,             0.03444,            0.012381,            0.020306,           0.0061786,           0.0061786,           0.0061786
                 388,            0.028274,            0.012126,           0.0061705,             0.88227,             0.88333,             0.83876,             0.60559,            0.032571,            0.011358,            0.020267,           0.0061687,           0.0061687,           0.0061687
                 389,            0.029749,            0.014576,           0.0069536,             0.88018,             0.88333,             0.83847,             0.58077,            0.031152,            0.010533,            0.019897,           0.0061588,           0.0061588,           0.0061588
                 390,            0.025649,            0.010991,           0.0055289,             0.87356,             0.88333,               0.837,             0.55242,            0.034679,            0.012159,            0.020035,           0.0061489,           0.0061489,           0.0061489
                 391,            0.029958,            0.015952,           0.0067629,             0.87507,             0.88333,             0.83905,             0.56788,            0.032266,            0.011346,            0.019749,            0.006139,            0.006139,            0.006139
                 392,            0.028266,            0.013412,           0.0067452,             0.87049,             0.88333,             0.87095,             0.58929,            0.032706,            0.011259,            0.019768,           0.0061291,           0.0061291,           0.0061291
                 393,            0.027967,             0.01484,           0.0062365,             0.87662,             0.88333,             0.90299,             0.60175,            0.033267,            0.011946,            0.019859,           0.0061192,           0.0061192,           0.0061192
                 394,            0.031402,            0.017428,           0.0066732,             0.87034,             0.88333,             0.90359,             0.60446,            0.031924,            0.010757,            0.019753,           0.0061093,           0.0061093,           0.0061093
                 395,            0.030564,            0.015084,           0.0064464,             0.87161,             0.88333,             0.90227,             0.62799,            0.032247,            0.011162,            0.019939,           0.0060994,           0.0060994,           0.0060994
                 396,            0.028933,            0.014264,           0.0067854,             0.86985,             0.88333,             0.90185,              0.5677,            0.033618,            0.011266,            0.019932,           0.0060895,           0.0060895,           0.0060895
                 397,            0.028706,             0.01452,           0.0063696,             0.86669,             0.88333,             0.90301,             0.65581,              0.0308,            0.010206,            0.019871,           0.0060796,           0.0060796,           0.0060796
                 398,            0.030755,             0.01455,           0.0070523,             0.87175,             0.88333,             0.90227,             0.54039,            0.035759,            0.011129,            0.019802,           0.0060697,           0.0060697,           0.0060697
                 399,            0.032185,            0.014637,           0.0070877,             0.86971,             0.88333,             0.83593,             0.57183,            0.031195,            0.010388,            0.019909,           0.0060598,           0.0060598,           0.0060598
                 400,            0.030637,            0.014311,           0.0064219,             0.87629,             0.88333,             0.87068,             0.51748,            0.035474,            0.010866,             0.01992,           0.0060499,           0.0060499,           0.0060499
                 401,            0.033248,            0.016994,           0.0068842,             0.87806,             0.88333,             0.83885,             0.57724,            0.032536,            0.010205,            0.020145,             0.00604,             0.00604,             0.00604
                 402,            0.032175,            0.014511,           0.0069063,             0.87991,             0.88333,             0.83885,             0.54532,            0.033628,            0.010271,            0.019947,           0.0060301,           0.0060301,           0.0060301
                 403,            0.029907,            0.014203,           0.0065188,             0.87674,             0.88333,             0.86985,             0.63214,            0.031011,            0.010634,            0.020519,           0.0060202,           0.0060202,           0.0060202
                 404,            0.028682,            0.015758,           0.0064616,              0.8802,             0.88333,             0.86951,             0.57145,            0.034441,            0.010916,            0.020111,           0.0060103,           0.0060103,           0.0060103
                 405,             0.02845,            0.013923,           0.0065478,             0.87788,             0.88333,             0.87167,             0.64557,            0.030982,            0.010778,            0.020302,           0.0060004,           0.0060004,           0.0060004
                 406,            0.028472,            0.014349,           0.0064882,             0.88076,             0.88333,             0.86799,              0.5181,            0.035256,            0.011814,            0.019867,           0.0059905,           0.0059905,           0.0059905
                 407,            0.029423,            0.015595,           0.0056697,             0.87853,             0.88333,             0.86783,             0.58765,            0.031955,            0.011983,            0.020103,           0.0059806,           0.0059806,           0.0059806
                 408,            0.028667,            0.012934,            0.006217,              0.8759,             0.88333,             0.86626,             0.52309,             0.03632,            0.012663,            0.019974,           0.0059707,           0.0059707,           0.0059707
                 409,            0.034668,            0.016952,           0.0072388,              0.8748,             0.88333,              0.8664,             0.62493,            0.032606,            0.012441,            0.020332,           0.0059608,           0.0059608,           0.0059608
                 410,            0.030024,            0.014889,           0.0071023,             0.87242,             0.88333,              0.8996,              0.6077,            0.033808,            0.012476,            0.020199,           0.0059509,           0.0059509,           0.0059509
                 411,            0.027068,            0.013276,            0.006159,             0.87437,             0.88333,              0.8996,              0.6486,            0.031735,            0.012149,            0.020382,            0.005941,            0.005941,            0.005941
                 412,            0.027439,            0.012706,           0.0070982,             0.87231,             0.88333,             0.89836,             0.59747,            0.034369,            0.012662,            0.020496,           0.0059311,           0.0059311,           0.0059311
                 413,            0.027184,            0.013981,           0.0064161,             0.87227,             0.88333,              0.8996,             0.63078,            0.032246,            0.012444,            0.020588,           0.0059212,           0.0059212,           0.0059212
                 414,            0.030033,            0.014219,           0.0068776,             0.87869,             0.88333,             0.90038,             0.55893,            0.036168,              0.0131,            0.020493,           0.0059113,           0.0059113,           0.0059113
                 415,            0.032847,            0.015513,           0.0067871,             0.88356,             0.88333,              0.9023,             0.64376,             0.03246,            0.012674,            0.020733,           0.0059014,           0.0059014,           0.0059014
                 416,            0.029868,            0.014485,           0.0069084,             0.88301,             0.88333,             0.90121,             0.56766,            0.034908,             0.01282,            0.020367,           0.0058915,           0.0058915,           0.0058915
